,UID,Message,Username,Time,Timestamp,IST
828,115414570537297598553,still issue at Central line ..trains almost late by 40 min (sent from Kalyan Stn.),Vinayak Shinde,02 Jul 01:28 PM,1530518332150,2018-07-02 13:28:52
829,109946730548105360238,reached shahad 1.30 started titwala 12.45 (sent from Shahad Stn.),Rahul Patil,02 Jul 01:29 PM,1530518346171,2018-07-02 13:29:06
830,116467424402848197925,s (sent from Kalyan Stn.),Milind Mate,02 Jul 01:29 PM,1530518347408,2018-07-02 13:29:07
831,116826968667761725913,any fast train left from klyn????? (sent from Dombivli Stn.),sandhya Iyer,02 Jul 01:29 PM,1530518373440,2018-07-02 13:29:33
832,109946730548105360238,reached shahad at 1.30 started from 12.45 titwala (sent from Shahad Stn.),Rahul Patil,02 Jul 01:29 PM,1530518374604,2018-07-02 13:29:34
833,117178202154740472793,when the central railway run on time.every Sunday take maga blocks.f..k to system of cr (sent from Vithalwadi),Tejas shirke,02 Jul 01:29 PM,1530518389279,2018-07-02 13:29:49
834,116467424402848197925,still slow from kalyan (sent from Kalyan Stn.),Milind Mate,02 Jul 01:29 PM,1530518399491,2018-07-02 13:29:59
835,104755140708698876967,A simple announcement is least expected in this case.  (sent from Vithalwadi),Omkar Thakur,02 Jul 01:30 PM,1530518403817,2018-07-02 13:30:03
836,116467424402848197925,unknown or unshared reason (sent from Kalyan Stn.),Milind Mate,02 Jul 01:30 PM,1530518413861,2018-07-02 13:30:13
837,115414570537297598553,does anyone know what was iasue (sent from Kalyan Stn.),Vinayak Shinde,02 Jul 01:30 PM,1530518416791,2018-07-02 13:30:16
838,108109054291570088257,now departed but again stopped (sent from Kalyan Stn.),Sheel Kate,02 Jul 01:30 PM,1530518419605,2018-07-02 13:30:19
839,116467424402848197925,s (sent from Kalyan Stn.),Milind Mate,02 Jul 01:30 PM,1530518426411,2018-07-02 13:30:26
840,114189256411786177982,12:24 kasara-cst reached kalyan at 1:30 (sent from Kalyan Stn.),Chailen Wadhwa,02 Jul 01:30 PM,1530518457974,2018-07-02 13:30:57
841,101860226198966242618,what's happening on vitthal vadi station ,Mudita Sonawane,02 Jul 01:31 PM,1530518481014,2018-07-02 13:31:21
842,101860226198966242618,what's happening on vitthal vadi station ,Mudita Sonawane,02 Jul 01:31 PM,1530518488086,2018-07-02 13:31:28
843,115915363232535368681,12.24 fast reached at kalyan for CSMt yet to depart  (sent from Titwala Stn.),Sawan Bhilwal,02 Jul 01:31 PM,1530518491172,2018-07-02 13:31:31
844,105275879906889276090,"more than half hour late, we didn't reached at vithalwadi, started from 12.32 from badlapur (sent from Badlapur)",Dipesh Shah,02 Jul 01:31 PM,1530518494850,2018-07-02 13:31:34
845,113429392190178668133,"some  one from railway department , can tell us what is the issue at Central line (sent from Shahad Stn.)",harsha umadi,02 Jul 01:32 PM,1530518526448,2018-07-02 13:32:06
846,116467424402848197925,just left  (sent from Kalyan),Milind Mate,02 Jul 01:32 PM,1530518527119,2018-07-02 13:32:07
847,116826968667761725913,tks sawan.  (sent from Dombivli Stn.),sandhya Iyer,02 Jul 01:32 PM,1530518527329,2018-07-02 13:32:07
848,108109054291570088257,"will be 10-20mins halt at Vithalwadi, enjoy (sent from Kalyan)",Sheel Kate,02 Jul 01:32 PM,1530518540555,2018-07-02 13:32:20
849,113429392190178668133,12:45 pm train from Titwala reached shahad now (sent from Shahad Stn.),harsha umadi,02 Jul 01:32 PM,1530518547828,2018-07-02 13:32:27
850,107692578805788398276,फास्ट गाडी चालू झाली का (sent from Dombivli Stn.),Ganesh Ghag,02 Jul 01:32 PM,1530518554580,2018-07-02 13:32:34
851,111199080987764666847,3 mail stop on p no 5:6 7...now  train deported from KALYAN (sent from Kalyan Stn.),Gajanan Kondawar,02 Jul 01:33 PM,1530518585359,2018-07-02 13:33:05
852,116467424402848197925, chennai express fast track la distey,Milind Mate,02 Jul 01:33 PM,1530518595781,2018-07-02 13:33:15
853,111199080987764666847,yes (sent from Kalyan Stn.),Gajanan Kondawar,02 Jul 01:33 PM,1530518605342,2018-07-02 13:33:25
854,116467424402848197925,not sure about fast trains (sent from Thakurli),Milind Mate,02 Jul 01:33 PM,1530518605955,2018-07-02 13:33:25
855,117273557079048661286,1 29 khopoli ? (sent from Ulhas Nagar Stn.),Kirti Shelar,02 Jul 01:33 PM,1530518621520,2018-07-02 13:33:41
856,115915363232535368681,yes one left from kalyan to CSMT (sent from Kalyan Stn.),Sawan Bhilwal,02 Jul 01:33 PM,1530518629531,2018-07-02 13:33:49
857,101479019950881074074,what is the status of cost trin,Bhavnesh Patil,02 Jul 01:34 PM,1530518646878,2018-07-02 13:34:06
858,108109054291570088257,ha (sent from Thakurli),Sheel Kate,02 Jul 01:34 PM,1530518649785,2018-07-02 13:34:09
859,112532785062267036776,sab log aaram se ghar pe bhaajiya khao aur barrish ka maja lo (sent from Mulund),Akash Gupta,02 Jul 01:34 PM,1530518650418,2018-07-02 13:34:10
860,108813357899754969145,trains are late from Ulhasnagar around 50 min yet (sent from Ambernath),Ravi Bhatia,02 Jul 01:34 PM,1530518658933,2018-07-02 13:34:18
861,103828285160033375236,trains r 50 min late and today is too much of rush (sent from Vidyavihar Stn.),shubham chaudhari,02 Jul 01:35 PM,1530518705636,2018-07-02 13:35:05
862,101479019950881074074,badlapur  to cst train  status (sent from Vithalwadi Stn.),Bhavnesh Patil,02 Jul 01:35 PM,1530518709937,2018-07-02 13:35:09
863,113780457753010813371,ulhasnagar ke aage kya problem huva hai (sent from Vithalwadi),Vivek Patil,02 Jul 01:35 PM,1530518730286,2018-07-02 13:35:30
864,104755140708698876967,12:31 pm CSMT slow from Ambarnath just reached Kalyan.  (sent from Titwala Stn.),Omkar Thakur,02 Jul 01:35 PM,1530518755914,2018-07-02 13:35:55
865,108109054291570088257,12:19 Ambernath-cst slow reached Thakurli (sent from Thakurli Stn.),Sheel Kate,02 Jul 01:36 PM,1530518764159,2018-07-02 13:36:04
866,101860226198966242618,to much dalay of trains  (sent from Vithalwadi Stn.),Mudita Sonawane,02 Jul 01:36 PM,1530518777905,2018-07-02 13:36:17
867,113780457753010813371,ulhasnagar ke aage kya problem huva hai (sent from Vithalwadi),Vivek Patil,02 Jul 01:36 PM,1530518783470,2018-07-02 13:36:23
868,100007269733796728624,Hum atak gaye hai 1 ghante se train mai in vithalwadi. Koi bachao!!! (sent from Vithalwadi Stn.),ＭＡＨＡＪＡＮＭ.,02 Jul 01:36 PM,1530518792507,2018-07-02 13:36:32
869,101860226198966242618,bohat prblm hai Train ka (sent from Vithalwadi Stn.),Mudita Sonawane,02 Jul 01:36 PM,1530518803475,2018-07-02 13:36:43
870,108109054291570088257,track issue between Kalyan-dombivli (sent from Thakurli Stn.),Sheel Kate,02 Jul 01:36 PM,1530518806647,2018-07-02 13:36:46
871,108109054291570088257,fast track broken (sent from Thakurli Stn.),Sheel Kate,02 Jul 01:37 PM,1530518838177,2018-07-02 13:37:18
872,114014356301013161505,kya problem hua ha (sent from Ulhas Nagar Stn.),Akshay Reddy ASR,02 Jul 01:37 PM,1530518848579,2018-07-02 13:37:28
873,101860226198966242618,ohh (sent from Vithalwadi Stn.),Mudita Sonawane,02 Jul 01:37 PM,1530518852025,2018-07-02 13:37:32
874,101860226198966242618,really (sent from Vithalwadi Stn.),Mudita Sonawane,02 Jul 01:37 PM,1530518866268,2018-07-02 13:37:46
875,116216653144997644679,idiot train to let  (sent from Vithalwadi Stn.),vivek kanojia,02 Jul 01:38 PM,1530518881133,2018-07-02 13:38:01
876,100007269733796728624,kya baat hai (sent from Vithalwadi Stn.),ＭＡＨＡＪＡＮＭ.,02 Jul 01:38 PM,1530518909178,2018-07-02 13:38:29
877,107865567477723593370,12:45 titwala to csmt just reached at shahad stn 45min late (sent from Shahad Stn.),Prabhakar Pawar,02 Jul 01:39 PM,1530518954973,2018-07-02 13:39:14
878,104435568230294844212,is issue solved now (sent from Vithalwadi),virendra dhuri,02 Jul 01:40 PM,1530519046889,2018-07-02 13:40:46
879,112907624307800358903,what happen,DHEERAJ TIWARI,02 Jul 01:41 PM,1530519067691,2018-07-02 13:41:07
880,105308307931858075875,kasara cst train stuck between ambivili shahad (sent from Ambivli Stn.),ritesh ambre,02 Jul 01:42 PM,1530519162292,2018-07-02 13:42:42
881,103829869686726979144,what is issue are trains on time,mobile hacks,02 Jul 01:42 PM,1530519171231,2018-07-02 13:42:51
882,104976544654657753404,Aaj Maza interview hota ya local train late ne mazi opportunities geli (sent from Kopar Stn.),girish patil,02 Jul 01:43 PM,1530519190592,2018-07-02 13:43:10
883,116826968667761725913,12.30 fast  just left from dombivli (sent from Dombivli Stn.),sandhya Iyer,02 Jul 01:43 PM,1530519195967,2018-07-02 13:43:15
884,113645047093820702477,i m from ambivli i want to go Dombivli can I prefer train ?? or any other option ?? (sent from Ambivli Stn.),Neha D. Hande,02 Jul 01:43 PM,1530519208256,2018-07-02 13:43:28
885,113645047093820702477,please give me suggestions (sent from Ambivli Stn.),Neha D. Hande,02 Jul 01:44 PM,1530519251731,2018-07-02 13:44:11
886,113429392190178668133,take road... (sent from Shahad Stn.),harsha umadi,02 Jul 01:44 PM,1530519295468,2018-07-02 13:44:55
887,101479019950881074074,what is issue on train tome (sent from Vithalwadi),Bhavnesh Patil,02 Jul 01:45 PM,1530519305269,2018-07-02 13:45:05
888,102670764179412623489,kasara to cst fast kaha par hai? thane par bola gaya late ayegi. (sent from Thane Stn.),Junead Qureshi,02 Jul 01:45 PM,1530519312515,2018-07-02 13:45:12
889,100981737509344496192,hii,Mayappa Vagare,02 Jul 01:45 PM,1530519315431,2018-07-02 13:45:15
890,102423028294885918253,if u can find any other option den please go for second....train I going crazy slow (sent from Kopar Stn.),idiot mania,02 Jul 01:45 PM,1530519320094,2018-07-02 13:45:20
891,112617527686003363993,Trains from Byculla are very late (sent from Byculla Stn.),Thelma Lobo,02 Jul 01:45 PM,1530519343645,2018-07-02 13:45:43
892,102423028294885918253,just leave dombivali (sent from Kopar Stn.),idiot mania,02 Jul 01:45 PM,1530519344863,2018-07-02 13:45:44
893,105308307931858075875,by road (sent from Ambivli),ritesh ambre,02 Jul 01:46 PM,1530519368264,2018-07-02 13:46:08
894,106225188978515343217,wht is the position of kasara side train? ,Jitendra Magade,02 Jul 01:46 PM,1530519379657,2018-07-02 13:46:19
895,112617527686003363993,1.24 Ambarnath arrived at 1.46 (sent from Byculla Stn.),Thelma Lobo,02 Jul 01:46 PM,1530519381828,2018-07-02 13:46:21
896,108311303681985680292,from Ambernath to CSTM TOO MUCH ISSUE (sent from Kalyan Stn.),Mahi C,02 Jul 01:46 PM,1530519398148,2018-07-02 13:46:38
897,105935726404669134629,central line down train delay 18 min (sent from Lower Parel Stn.),Parikshit Ahir,02 Jul 01:46 PM,1530519401813,2018-07-02 13:46:41
898,111394998914511045141,are trains operating from Thane to kasara? (sent from Mulund),Siddharth Sonawane,02 Jul 01:47 PM,1530519427535,2018-07-02 13:47:07
899,116212882618473813086,no fast trains from Dombivli (sent from Dombivli Stn.),Webinger,02 Jul 01:47 PM,1530519455782,2018-07-02 13:47:35
900,116212882618473813086,Some issue on fast line (sent from Dombivli Stn.),Webinger,02 Jul 01:47 PM,1530519470442,2018-07-02 13:47:50
901,106678933172698657754,"is slow trains from kalyan station to CSMT started ,on time now ? (sent from Shahad)",Pravin Kharche,02 Jul 01:47 PM,1530519472351,2018-07-02 13:47:52
902,100250694575401436397,ya its operating (sent from Mulund),Sunil Yadav,02 Jul 01:48 PM,1530519493726,2018-07-02 13:48:13
903,116212882618473813086,yes (sent from Dombivli Stn.),Webinger,02 Jul 01:48 PM,1530519497751,2018-07-02 13:48:17
904,102670764179412623489,slow is running on time. (sent from Thane Stn.),Junead Qureshi,02 Jul 01:48 PM,1530519500239,2018-07-02 13:48:20
905,106225188978515343217,kalyan kasara line chalu ahe? ,Jitendra Magade,02 Jul 01:48 PM,1530519501016,2018-07-02 13:48:21
906,117686388319243728054,shahad to cst train are late for 30mins to 45mins (sent from Shahad Stn.),J D,02 Jul 01:48 PM,1530519519145,2018-07-02 13:48:39
907,111628640238465495283,Kalyan side Kya prblm hai,pooja thakur,02 Jul 01:48 PM,1530519529836,2018-07-02 13:48:49
908,100250694575401436397,kuch nai (sent from Mulund),Sunil Yadav,02 Jul 01:49 PM,1530519540634,2018-07-02 13:49:00
909,100250694575401436397,kam karo (sent from Mulund),Sunil Yadav,02 Jul 01:49 PM,1530519547027,2018-07-02 13:49:07
910,111628640238465495283,TV pe dikhraha hai,pooja thakur,02 Jul 01:49 PM,1530519556544,2018-07-02 13:49:16
